DIV,BC,N_CELLS,TEMPLATE,CASE,USER,M_TIME,TIME,DELTA_X,L_INF_E_PSI,E_VOL_ALPHA,E_VOL_ALPHA_REL,E_GEOM_ALPHA,E_GEOM_ALPHA_REL,E_BOUND_ALPHA,ELAPSED_CPU_TIME,MAX_CFL,MAX_ABS_SUM_VOL_FLUXES,O(E_VOL_ALPHA),O(E_VOL_ALPHA_REL),O(E_GEOM_ALPHA),O(E_GEOM_ALPHA_REL),O(E_BOUND_ALPHA),O_LOCAL(E_VOL_ALPHA),O_LOCAL(E_VOL_ALPHA_REL),O_LOCAL(E_GEOM_ALPHA),O_LOCAL(E_GEOM_ALPHA_REL),O_LOCAL(E_BOUND_ALPHA)
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.25,0.03125,0.744943152078,3.01187897819e-05,0.00218946327814,0.0264710129323,1.92429082211,0,5.98,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.2578125,0.03125,0.738051003151,2.49783065023e-05,0.0018157796257,0.0267691877331,1.94596642002,0,6.15,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.265625,0.03125,0.729488865399,1.76346725598e-05,0.00128193955572,0.0269643164533,1.96015115886,0,6.32,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.2734375,0.03125,0.725162269114,6.91292806759e-06,0.000502530223093,0.0270105345749,1.96351095123,0,6.47,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.28125,0.03125,0.715167325325,1.45403139187e-05,0.00105699742945,0.0270152593791,1.9638544174,0,6.64,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.2890625,0.03125,0.705460579201,9.39807790783e-06,0.000683186363505,0.0272567511019,1.98140948063,0,7.1,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.296875,0.03125,0.699493987751,1.43126773764e-06,0.000104044955838,0.0274624737899,1.99636434018,0,7.22,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3046875,0.03125,0.695806432793,9.60572680624e-06,0.0006982812475,0.0275220925382,2.00069828125,0,7.38,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3125,0.03125,0.685560353946,1.991447131e-06,0.000144766784962,0.0275144782585,2.00014476678,0,7.56,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3203125,0.03125,0.675537503362,6.87131557684e-06,0.000499505233674,0.027519358127,2.00049950523,0,7.73,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.328125,0.03125,0.669505097376,1.56863938617e-05,0.00114031086824,0.0275281732053,2.00114031087,0,7.88,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3359375,0.03125,0.66645334626,2.64377027199e-05,0.00192186936071,0.0275389245141,2.00192186936,0,8.03,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.34375,0.03125,0.656030075225,1.88283225417e-05,0.00136871106351,0.0275313151339,2.00136871106,0,8.18,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3515625,0.03125,0.645764787087,2.32446263922e-05,0.0016897510248,0.0275357314378,2.00168975102,0,8.33,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.359375,0.03125,0.6395015579,3.31859781748e-05,0.00241243028319,0.0275456727896,2.00241243028,0,8.48,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3671875,0.03125,0.637061213856,4.30189608934e-05,0.00312723173214,0.0275555057723,2.00312723173,0,8.62,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
